Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
545,BANTUL DISTRICT,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,10,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,12,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,9,A,1
546,BANTUL DISTRICT,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,13,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,7,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,9,V,2
547,BANTUL DISTRICT,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,11,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,7,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,8,V,2
548,BANTUL DISTRICT,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,8,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,9,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,8,A,1
549,BANTUL DISTRICT,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,7,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,9,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,11,A,1
550,BANTUL DISTRICT,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,10,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,7,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,7,V,2
551,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,8,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,9,V,2
552,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,8,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,6,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,V,2
553,BANTUL DISTRICT,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,7,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,8,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,11,K,3
554,BANTUL DISTRICT,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,8,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,9,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,7,K,3
555,BANTUL DISTRICT,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,10,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,8,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,8,V,2
556,BANTUL DISTRICT,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,10,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,8,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,7,V,2
557,BANTUL DISTRICT,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,11,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,8,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,10,V,2
558,BANTUL DISTRICT,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,12,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,11,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,10,K,3
559,BANTUL DISTRICT,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,7,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,10,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,9,A,1
560,BANTUL DISTRICT,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,8,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,10,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,10,A,1
561,BANTUL DISTRICT,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,9,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,8,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,10,V,2
562,BANTUL DISTRICT,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,8,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,7,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,8,V,2
563,BANTUL DISTRICT,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,9,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,7,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,10,V,2
564,BANTUL DISTRICT,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,10,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,3
565,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,9,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,8,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,10,V,2
566,BANTUL DISTRICT,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,8,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,8,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,10,K,3
567,BANTUL DISTRICT,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,8,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,10,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,9,A,1
568,BANTUL DISTRICT,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,8,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,8,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,10,K,3
569,BANTUL DISTRICT,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,9,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,10,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,11,A,1
570,BANTUL DISTRICT,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,7,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,A,1
571,BANTUL DISTRICT,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,8,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,A,1
572,BANTUL DISTRICT,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,8,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,5,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,9,V,2
573,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,8,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,7,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,9,V,2
574,BANTUL DISTRICT,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,8,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,6,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,9,V,2
575,BANTUL DISTRICT,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,7,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,9,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,6,A,1
576,BANTUL DISTRICT,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,11,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,11,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,8,K,3
577,BANTUL DISTRICT,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,8,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,8,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,10,K,3
578,BANTUL DISTRICT,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,6,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,8,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,9,A,1
579,BANTUL DISTRICT,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,7,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,7,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,7,K,3
580,BANTUL DISTRICT,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,6,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,9,K,3
581,BANTUL DISTRICT,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,8,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,8,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,8,K,3
582,BANTUL DISTRICT,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,7,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,8,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,11,K,3
583,BANTUL DISTRICT,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,8,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,5,V,2
584,BANTUL DISTRICT,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,9,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,6,V,2
585,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,9,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,9,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,11,K,3
586,BANTUL DISTRICT,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,8,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,7,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,8,V,2
587,BANTUL DISTRICT,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,12,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,6,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,10,V,2
588,BANTUL DISTRICT,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,7,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,5,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,8,V,2
589,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,12,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,10,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,8,K,3
590,BANTUL DISTRICT,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,12,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,7,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,9,V,2
591,BANTUL DISTRICT,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,8,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,8,A,1
592,BANTUL DISTRICT,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,9,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,8,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,8,V,2
593,BANTUL DISTRICT,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,9,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,7,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,9,V,2
594,BANTUL DISTRICT,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,8,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,7,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,8,V,2
595,BANTUL DISTRICT,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,8,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,9,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,9,A,1
596,BANTUL DISTRICT,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,9,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,9,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,8,K,3
597,BANTUL DISTRICT,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,8,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,7,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,9,V,2
598,BANTUL DISTRICT,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,10,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,7,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,7,V,2
599,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,8,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,8,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,9,K,3
600,BANTUL DISTRICT,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,7,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,9,V,2
601,BANTUL DISTRICT,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,5,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,11,K,3
602,BANTUL DISTRICT,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,7,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,9,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,8,A,1
603,BANTUL DISTRICT,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,6,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,V,2
604,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,10,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,K,3
605,BANTUL DISTRICT,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,7,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,7,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,9,K,3
606,BANTUL DISTRICT,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,10,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,5,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,9,V,2
607,BANTUL DISTRICT,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,5,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,9,V,2
608,BANTUL DISTRICT,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,9,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,7,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,8,V,2
609,BANTUL DISTRICT,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,10,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,9,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,8,K,3
610,BANTUL DISTRICT,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,8,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,7,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,8,V,2
611,BANTUL DISTRICT,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,8,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,8,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,8,K,3
612,BANTUL DISTRICT,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,9,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,7,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,8,V,2
613,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,10,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,9,V,2
614,BANTUL DISTRICT,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,10,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,7,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,11,V,2
615,BANTUL DISTRICT,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,6,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,7,K,3
616,BANTUL DISTRICT,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,8,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,7,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,9,V,2
617,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,9,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,5,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,10,V,2
618,BANTUL DISTRICT,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,10,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,10,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,8,K,3
619,BANTUL DISTRICT,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,11,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,9,A,1
620,BANTUL DISTRICT,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,9,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,9,A,1
621,BANTUL DISTRICT,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,11,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,7,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,8,V,2
622,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,8,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,8,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,8,K,3
623,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,9,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,7,A,1
624,BANTUL DISTRICT,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,10,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,10,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,9,K,3
625,BANTUL DISTRICT,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,4,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,6,V,2
626,BANTUL DISTRICT,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,8,K,3
627,BANTUL DISTRICT,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,10,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,7,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,8,V,2
628,BANTUL DISTRICT,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,7,V,2
629,BANTUL DISTRICT,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,10,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,10,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,10,K,3
630,BANTUL DISTRICT,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,8,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,8,V,2
631,BANTUL DISTRICT,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,9,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,9,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,10,K,3
632,BANTUL DISTRICT,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,10,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,7,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,V,2
633,BANTUL DISTRICT,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,6,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,6,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,K,3
634,BANTUL DISTRICT,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,7,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,8,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,9,A,1
635,BANTUL DISTRICT,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,8,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,10,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,8,A,1
636,BANTUL DISTRICT,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,9,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,12,K,3
637,BANTUL DISTRICT,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,8,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,8,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,8,K,3
638,BANTUL DISTRICT,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,7,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,7,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,7,K,3
639,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,9,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,7,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,10,V,2
640,BANTUL DISTRICT,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,7,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,8,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,8,A,1
641,BANTUL DISTRICT,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,10,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,6,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,8,V,2
642,BANTUL DISTRICT,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,7,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,A,1
643,BANTUL DISTRICT,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,9,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,9,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,8,K,3
644,BANTUL DISTRICT,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,8,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,7,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,11,K,3
645,BANTUL DISTRICT,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,9,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,6,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,10,V,2
646,BANTUL DISTRICT,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,9,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,9,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,10,K,3
647,BANTUL DISTRICT,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,7,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,8,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,5,K,3
648,BANTUL DISTRICT,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,11,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,8,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,12,V,2
649,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,8,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,7,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,10,K,3
650,BANTUL DISTRICT,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,8,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,7,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,9,V,2
651,BANTUL DISTRICT,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,6,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,7,V,2
652,BANTUL DISTRICT,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,7,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,8,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,8,A,1
653,BANTUL DISTRICT,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,10,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,7,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,9,V,2
654,BANTUL DISTRICT,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,8,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,8,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,7,K,3
655,BANTUL DISTRICT,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,11,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,8,V,2
656,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,9,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,10,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,9,A,1
